date,time,line_short_code,headsign,freq_in_sec
23 July 2022, 10:30:02 AM,KJL,to Gombak,420
23 July 2022, 10:30:02 AM,KJL,to Putra Heights,420
23 July 2022, 10:30:02 AM,MRL,to Titiwangsa,240
23 July 2022, 10:30:02 AM,MRL,to KL Sentral,240
23 July 2022, 10:30:02 AM,SPL,to Sentul Timur,660
23 July 2022, 10:30:02 AM,SPL,to Putra Heights,660
23 July 2022, 10:30:02 AM,SPL,to Sentul Timur,660
23 July 2022, 10:30:02 AM,SPL,to Putra Heights,660
23 July 2022, 10:30:02 AM,PYL,to Putrajaya,275
23 July 2022, 10:30:02 AM,PYL,to Kwasa Damansara,275
23 July 2022, 10:35:01 AM,AGL,to Sentul Timur,600
23 July 2022, 10:35:01 AM,AGL,to Ampang,600
23 July 2022, 10:35:01 AM,KGL,to Kajang,480
23 July 2022, 10:35:01 AM,KGL,to Kwasa Damansara,480
23 July 2022, 10:35:01 AM,KJL,to Gombak,420
23 July 2022, 10:35:01 AM,KJL,to Putra Heights,420
23 July 2022, 10:35:02 AM,MRL,to Titiwangsa,240
23 July 2022, 10:35:02 AM,MRL,to KL Sentral,240
23 July 2022, 10:35:02 AM,SPL,to Sentul Timur,660
23 July 2022, 10:35:02 AM,SPL,to Putra Heights,660
23 July 2022, 10:35:02 AM,SPL,to Sentul Timur,660
23 July 2022, 10:35:02 AM,SPL,to Putra Heights,660
23 July 2022, 10:35:02 AM,PYL,to Putrajaya,275
23 July 2022, 10:35:02 AM,PYL,to Kwasa Damansara,275
23 July 2022, 10:40:01 AM,AGL,to Sentul Timur,600
23 July 2022, 10:40:01 AM,AGL,to Ampang,600
23 July 2022, 10:40:01 AM,KGL,to Kajang,480
23 July 2022, 10:40:01 AM,KGL,to Kwasa Damansara,480
23 July 2022, 10:40:01 AM,KJL,to Gombak,420
23 July 2022, 10:40:01 AM,KJL,to Putra Heights,420
23 July 2022, 10:40:01 AM,MRL,to Titiwangsa,240
23 July 2022, 10:40:02 AM,MRL,to KL Sentral,240
23 July 2022, 10:40:02 AM,SPL,to Sentul Timur,660
23 July 2022, 10:40:02 AM,SPL,to Putra Heights,660
23 July 2022, 10:40:02 AM,SPL,to Sentul Timur,660
23 July 2022, 10:40:02 AM,SPL,to Putra Heights,660
23 July 2022, 10:40:02 AM,PYL,to Putrajaya,275
23 July 2022, 10:40:02 AM,PYL,to Kwasa Damansara,275
23 July 2022, 10:45:01 AM,AGL,to Sentul Timur,600
23 July 2022, 10:45:01 AM,AGL,to Ampang,600
23 July 2022, 10:45:01 AM,KGL,to Kajang,480
23 July 2022, 10:45:01 AM,KGL,to Kwasa Damansara,480
23 July 2022, 10:45:01 AM,KJL,to Gombak,420
23 July 2022, 10:45:01 AM,KJL,to Putra Heights,420
23 July 2022, 10:45:01 AM,MRL,to Titiwangsa,240
23 July 2022, 10:45:02 AM,MRL,to KL Sentral,240
23 July 2022, 10:45:02 AM,SPL,to Sentul Timur,660
23 July 2022, 10:45:02 AM,SPL,to Putra Heights,660
23 July 2022, 10:45:02 AM,SPL,to Sentul Timur,660
23 July 2022, 10:45:02 AM,SPL,to Putra Heights,660
23 July 2022, 10:45:02 AM,PYL,to Putrajaya,275
23 July 2022, 10:45:02 AM,PYL,to Kwasa Damansara,275
23 July 2022, 10:50:01 AM,AGL,to Sentul Timur,600
23 July 2022, 10:50:02 AM,AGL,to Ampang,600
23 July 2022, 10:50:02 AM,KGL,to Kajang,480
23 July 2022, 10:50:02 AM,KGL,to Kwasa Damansara,480
23 July 2022, 10:50:02 AM,KJL,to Gombak,420
23 July 2022, 10:50:02 AM,KJL,to Putra Heights,420
23 July 2022, 10:50:02 AM,MRL,to Titiwangsa,240
23 July 2022, 10:50:02 AM,MRL,to KL Sentral,240
23 July 2022, 10:50:02 AM,SPL,to Sentul Timur,660
23 July 2022, 10:50:02 AM,SPL,to Putra Heights,660
23 July 2022, 10:50:02 AM,SPL,to Sentul Timur,660
23 July 2022, 10:50:02 AM,SPL,to Putra Heights,660
23 July 2022, 10:50:02 AM,PYL,to Putrajaya,275
23 July 2022, 10:50:02 AM,PYL,to Kwasa Damansara,275
23 July 2022, 10:55:02 AM,AGL,to Sentul Timur,600
23 July 2022, 10:55:02 AM,AGL,to Ampang,600
23 July 2022, 10:55:04 AM,KGL,to Kajang,480
23 July 2022, 10:55:04 AM,KGL,to Kwasa Damansara,480
23 July 2022, 10:55:05 AM,KJL,to Gombak,420
23 July 2022, 10:55:05 AM,KJL,to Putra Heights,420
23 July 2022, 10:55:06 AM,MRL,to Titiwangsa,240
23 July 2022, 10:55:06 AM,MRL,to KL Sentral,240
23 July 2022, 10:55:07 AM,SPL,to Sentul Timur,660
23 July 2022, 10:55:07 AM,SPL,to Putra Heights,660
23 July 2022, 10:55:09 AM,SPL,to Sentul Timur,660
23 July 2022, 10:55:09 AM,SPL,to Putra Heights,660
23 July 2022, 10:55:12 AM,PYL,to Putrajaya,275
23 July 2022, 10:55:12 AM,PYL,to Kwasa Damansara,275
23 July 2022, 11:00:01 AM,AGL,to Sentul Timur,600
23 July 2022, 11:00:02 AM,AGL,to Ampang,600
23 July 2022, 11:00:02 AM,KGL,to Kajang,480
23 July 2022, 11:00:03 AM,KGL,to Kwasa Damansara,480
23 July 2022, 11:00:03 AM,KJL,to Gombak,420
23 July 2022, 11:00:04 AM,KJL,to Putra Heights,420
23 July 2022, 11:00:04 AM,MRL,to Titiwangsa,240
23 July 2022, 11:00:05 AM,MRL,to KL Sentral,240
23 July 2022, 11:00:05 AM,SPL,to Sentul Timur,660
23 July 2022, 11:00:07 AM,SPL,to Putra Heights,660
23 July 2022, 11:00:07 AM,SPL,to Sentul Timur,660
23 July 2022, 11:00:08 AM,SPL,to Putra Heights,660
23 July 2022, 11:00:08 AM,PYL,to Putrajaya,275
23 July 2022, 11:00:09 AM,PYL,to Kwasa Damansara,275
23 July 2022, 11:05:01 AM,AGL,to Sentul Timur,600
23 July 2022, 11:05:02 AM,AGL,to Ampang,600
23 July 2022, 11:05:03 AM,KGL,to Kajang,480
23 July 2022, 11:05:03 AM,KGL,to Kwasa Damansara,480
23 July 2022, 11:05:05 AM,KJL,to Gombak,420
23 July 2022, 11:05:05 AM,KJL,to Putra Heights,420
23 July 2022, 11:05:07 AM,MRL,to Titiwangsa,240
23 July 2022, 11:05:08 AM,MRL,to KL Sentral,240
23 July 2022, 11:05:08 AM,SPL,to Sentul Timur,660
23 July 2022, 11:05:09 AM,SPL,to Putra Heights,660
23 July 2022, 11:05:10 AM,SPL,to Sentul Timur,660
23 July 2022, 11:05:11 AM,SPL,to Putra Heights,660
23 July 2022, 11:05:11 AM,PYL,to Putrajaya,275
23 July 2022, 11:05:12 AM,PYL,to Kwasa Damansara,275
23 July 2022, 11:10:01 AM,AGL,to Sentul Timur,600
23 July 2022, 11:10:02 AM,AGL,to Ampang,600
23 July 2022, 11:10:04 AM,KGL,to Kajang,480
23 July 2022, 11:10:05 AM,KGL,to Kwasa Damansara,480
23 July 2022, 11:10:06 AM,KJL,to Gombak,420
23 July 2022, 11:10:06 AM,KJL,to Putra Heights,420
23 July 2022, 11:10:07 AM,MRL,to Titiwangsa,240
23 July 2022, 11:10:08 AM,MRL,to KL Sentral,240
23 July 2022, 11:10:08 AM,SPL,to Sentul Timur,660
23 July 2022, 11:10:10 AM,SPL,to Putra Heights,660
23 July 2022, 11:10:10 AM,SPL,to Sentul Timur,660
23 July 2022, 11:10:11 AM,SPL,to Putra Heights,660
23 July 2022, 11:10:11 AM,PYL,to Putrajaya,275
23 July 2022, 11:10:13 AM,PYL,to Kwasa Damansara,275
23 July 2022, 11:15:01 AM,AGL,to Sentul Timur,600
23 July 2022, 11:15:03 AM,AGL,to Ampang,600
23 July 2022, 11:15:03 AM,KGL,to Kajang,480
23 July 2022, 11:15:04 AM,KGL,to Kwasa Damansara,480
23 July 2022, 11:15:04 AM,KJL,to Gombak,420
23 July 2022, 11:15:06 AM,KJL,to Putra Heights,420
23 July 2022, 11:15:06 AM,MRL,to Titiwangsa,240
23 July 2022, 11:15:07 AM,MRL,to KL Sentral,240
23 July 2022, 11:15:07 AM,SPL,to Sentul Timur,660
23 July 2022, 11:15:09 AM,SPL,to Putra Heights,660
23 July 2022, 11:15:09 AM,SPL,to Sentul Timur,660
23 July 2022, 11:15:10 AM,SPL,to Putra Heights,660
23 July 2022, 11:15:10 AM,PYL,to Putrajaya,275
23 July 2022, 11:15:12 AM,PYL,to Kwasa Damansara,275
23 July 2022, 11:20:02 AM,AGL,to Sentul Timur,600
23 July 2022, 11:20:02 AM,AGL,to Ampang,600
23 July 2022, 11:20:04 AM,KGL,to Kajang,480
23 July 2022, 11:20:04 AM,KGL,to Kwasa Damansara,480
23 July 2022, 11:20:05 AM,KJL,to Gombak,420
23 July 2022, 11:20:05 AM,KJL,to Putra Heights,420
23 July 2022, 11:20:07 AM,MRL,to Titiwangsa,240
23 July 2022, 11:20:07 AM,MRL,to KL Sentral,240
23 July 2022, 11:20:08 AM,SPL,to Sentul Timur,660
23 July 2022, 11:20:08 AM,SPL,to Putra Heights,660
23 July 2022, 11:20:10 AM,SPL,to Sentul Timur,660
23 July 2022, 11:20:10 AM,SPL,to Putra Heights,660
23 July 2022, 11:20:11 AM,PYL,to Putrajaya,275
23 July 2022, 11:20:13 AM,PYL,to Kwasa Damansara,275
23 July 2022, 11:25:01 AM,AGL,to Sentul Timur,600
23 July 2022, 11:25:03 AM,AGL,to Ampang,600
23 July 2022, 11:25:03 AM,KGL,to Kajang,480
23 July 2022, 11:25:04 AM,KGL,to Kwasa Damansara,480
23 July 2022, 11:25:05 AM,KJL,to Gombak,420
23 July 2022, 11:25:06 AM,KJL,to Putra Heights,420
23 July 2022, 11:25:06 AM,MRL,to Titiwangsa,240
23 July 2022, 11:25:08 AM,MRL,to KL Sentral,240
23 July 2022, 11:25:10 AM,SPL,to Sentul Timur,660
23 July 2022, 11:25:10 AM,SPL,to Putra Heights,660
23 July 2022, 11:25:13 AM,SPL,to Sentul Timur,660
23 July 2022, 11:25:13 AM,SPL,to Putra Heights,660
23 July 2022, 11:25:14 AM,PYL,to Putrajaya,275
23 July 2022, 11:25:16 AM,PYL,to Kwasa Damansara,275
23 July 2022, 11:30:02 AM,AGL,to Sentul Timur,600
23 July 2022, 11:30:03 AM,AGL,to Ampang,600
23 July 2022, 11:30:04 AM,KGL,to Kajang,480
23 July 2022, 11:30:04 AM,KGL,to Kwasa Damansara,480
23 July 2022, 11:30:06 AM,KJL,to Gombak,420
23 July 2022, 11:30:07 AM,KJL,to Putra Heights,420
23 July 2022, 11:30:08 AM,MRL,to Titiwangsa,240
23 July 2022, 11:30:09 AM,MRL,to KL Sentral,240
23 July 2022, 11:30:10 AM,SPL,to Sentul Timur,660
23 July 2022, 11:30:11 AM,SPL,to Putra Heights,660
23 July 2022, 11:30:12 AM,SPL,to Sentul Timur,660
23 July 2022, 11:30:12 AM,SPL,to Putra Heights,660
23 July 2022, 11:30:14 AM,PYL,to Putrajaya,275
23 July 2022, 11:30:14 AM,PYL,to Kwasa Damansara,275
23 July 2022, 11:35:01 AM,AGL,to Sentul Timur,600
23 July 2022, 11:35:02 AM,AGL,to Ampang,600
23 July 2022, 11:35:02 AM,KGL,to Kajang,480
23 July 2022, 11:35:03 AM,KGL,to Kwasa Damansara,480
23 July 2022, 11:35:03 AM,KJL,to Gombak,420
23 July 2022, 11:35:05 AM,KJL,to Putra Heights,420
23 July 2022, 11:35:05 AM,MRL,to Titiwangsa,240
23 July 2022, 11:35:05 AM,MRL,to KL Sentral,240
23 July 2022, 11:35:06 AM,SPL,to Sentul Timur,660
23 July 2022, 11:35:07 AM,SPL,to Putra Heights,660
23 July 2022, 11:35:07 AM,SPL,to Sentul Timur,660
23 July 2022, 11:35:08 AM,SPL,to Putra Heights,660
23 July 2022, 11:35:08 AM,PYL,to Putrajaya,275
23 July 2022, 11:35:09 AM,PYL,to Kwasa Damansara,275
23 July 2022, 11:40:02 AM,AGL,to Sentul Timur,600
23 July 2022, 11:40:03 AM,AGL,to Ampang,600
23 July 2022, 11:40:03 AM,KGL,to Kajang,480
23 July 2022, 11:40:04 AM,KGL,to Kwasa Damansara,480
23 July 2022, 11:40:04 AM,KJL,to Gombak,420
23 July 2022, 11:40:05 AM,KJL,to Putra Heights,420
23 July 2022, 11:40:06 AM,MRL,to Titiwangsa,240
23 July 2022, 11:40:07 AM,MRL,to KL Sentral,240
23 July 2022, 11:40:07 AM,SPL,to Sentul Timur,660
23 July 2022, 11:40:08 AM,SPL,to Putra Heights,660
23 July 2022, 11:40:08 AM,SPL,to Sentul Timur,660
23 July 2022, 11:40:09 AM,SPL,to Putra Heights,660
23 July 2022, 11:40:10 AM,PYL,to Putrajaya,275
23 July 2022, 11:40:11 AM,PYL,to Kwasa Damansara,275
23 July 2022, 11:45:02 AM,AGL,to Sentul Timur,600
23 July 2022, 11:45:02 AM,AGL,to Ampang,600
23 July 2022, 11:45:04 AM,KGL,to Kajang,480
23 July 2022, 11:45:04 AM,KGL,to Kwasa Damansara,480
23 July 2022, 11:45:05 AM,KJL,to Gombak,420
23 July 2022, 11:45:05 AM,KJL,to Putra Heights,420
23 July 2022, 11:45:06 AM,MRL,to Titiwangsa,240
23 July 2022, 11:45:06 AM,MRL,to KL Sentral,240
23 July 2022, 11:45:07 AM,SPL,to Sentul Timur,660
23 July 2022, 11:45:07 AM,SPL,to Putra Heights,660
23 July 2022, 11:45:09 AM,SPL,to Sentul Timur,660
23 July 2022, 11:45:09 AM,SPL,to Putra Heights,660
23 July 2022, 11:45:10 AM,PYL,to Putrajaya,275
23 July 2022, 11:45:10 AM,PYL,to Kwasa Damansara,275
23 July 2022, 11:50:01 AM,AGL,to Sentul Timur,600
23 July 2022, 11:50:02 AM,AGL,to Ampang,600
23 July 2022, 11:50:02 AM,KGL,to Kajang,480
23 July 2022, 11:50:03 AM,KGL,to Kwasa Damansara,480
23 July 2022, 11:50:03 AM,KJL,to Gombak,420
23 July 2022, 11:50:04 AM,KJL,to Putra Heights,420
23 July 2022, 11:50:04 AM,MRL,to Titiwangsa,240
23 July 2022, 11:50:06 AM,MRL,to KL Sentral,240
23 July 2022, 11:50:06 AM,SPL,to Sentul Timur,660
23 July 2022, 11:50:07 AM,SPL,to Putra Heights,660
23 July 2022, 11:50:07 AM,SPL,to Sentul Timur,660
23 July 2022, 11:50:08 AM,SPL,to Putra Heights,660
23 July 2022, 11:50:08 AM,PYL,to Putrajaya,275
23 July 2022, 11:50:09 AM,PYL,to Kwasa Damansara,275
23 July 2022, 11:55:03 AM,AGL,to Sentul Timur,600
23 July 2022, 11:55:03 AM,AGL,to Ampang,600
23 July 2022, 11:55:04 AM,KGL,to Kajang,480
23 July 2022, 11:55:04 AM,KGL,to Kwasa Damansara,480
23 July 2022, 11:55:05 AM,KJL,to Gombak,420
23 July 2022, 11:55:05 AM,KJL,to Putra Heights,420
23 July 2022, 11:55:07 AM,MRL,to Titiwangsa,240
23 July 2022, 11:55:08 AM,MRL,to KL Sentral,240
23 July 2022, 11:55:08 AM,SPL,to Sentul Timur,660
23 July 2022, 11:55:09 AM,SPL,to Putra Heights,660
23 July 2022, 11:55:09 AM,SPL,to Sentul Timur,660
23 July 2022, 11:55:11 AM,SPL,to Putra Heights,660
23 July 2022, 11:55:11 AM,PYL,to Putrajaya,275
23 July 2022, 11:55:12 AM,PYL,to Kwasa Damansara,275
23 July 2022, 12:00:01 PM,AGL,to Sentul Timur,600
23 July 2022, 12:00:01 PM,AGL,to Ampang,600
23 July 2022, 12:00:01 PM,KGL,to Kajang,480
23 July 2022, 12:00:01 PM,KGL,to Kwasa Damansara,480
23 July 2022, 12:00:01 PM,KJL,to Gombak,420
23 July 2022, 12:00:02 PM,KJL,to Putra Heights,420
23 July 2022, 12:00:02 PM,MRL,to Titiwangsa,300
23 July 2022, 12:00:02 PM,MRL,to KL Sentral,300
23 July 2022, 12:00:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:00:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:00:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:00:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:00:02 PM,PYL,to Putrajaya,275
23 July 2022, 12:00:02 PM,PYL,to Kwasa Damansara,275
23 July 2022, 12:05:01 PM,AGL,to Sentul Timur,600
23 July 2022, 12:05:01 PM,AGL,to Ampang,600
23 July 2022, 12:05:01 PM,KGL,to Kajang,480
23 July 2022, 12:05:01 PM,KGL,to Kwasa Damansara,480
23 July 2022, 12:05:02 PM,KJL,to Gombak,420
23 July 2022, 12:05:02 PM,KJL,to Putra Heights,420
23 July 2022, 12:05:02 PM,MRL,to Titiwangsa,300
23 July 2022, 12:05:02 PM,MRL,to KL Sentral,300
23 July 2022, 12:05:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:05:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:05:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:05:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:05:02 PM,PYL,to Putrajaya,275
23 July 2022, 12:05:02 PM,PYL,to Kwasa Damansara,275
23 July 2022, 12:10:01 PM,AGL,to Sentul Timur,600
23 July 2022, 12:10:01 PM,AGL,to Ampang,600
23 July 2022, 12:10:01 PM,KGL,to Kajang,480
23 July 2022, 12:10:01 PM,KGL,to Kwasa Damansara,480
23 July 2022, 12:10:01 PM,KJL,to Gombak,420
23 July 2022, 12:10:01 PM,KJL,to Putra Heights,420
23 July 2022, 12:10:01 PM,MRL,to Titiwangsa,300
23 July 2022, 12:10:01 PM,MRL,to KL Sentral,300
23 July 2022, 12:10:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:10:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:10:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:10:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:10:02 PM,PYL,to Putrajaya,275
23 July 2022, 12:10:02 PM,PYL,to Kwasa Damansara,275
23 July 2022, 12:15:01 PM,AGL,to Sentul Timur,600
23 July 2022, 12:15:01 PM,AGL,to Ampang,600
23 July 2022, 12:15:01 PM,KGL,to Kajang,480
23 July 2022, 12:15:01 PM,KGL,to Kwasa Damansara,480
23 July 2022, 12:15:02 PM,KJL,to Gombak,420
23 July 2022, 12:15:02 PM,KJL,to Putra Heights,420
23 July 2022, 12:15:02 PM,MRL,to Titiwangsa,300
23 July 2022, 12:15:02 PM,MRL,to KL Sentral,300
23 July 2022, 12:15:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:15:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:15:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:15:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:15:02 PM,PYL,to Putrajaya,275
23 July 2022, 12:15:02 PM,PYL,to Kwasa Damansara,275
23 July 2022, 12:20:01 PM,AGL,to Sentul Timur,600
23 July 2022, 12:20:01 PM,AGL,to Ampang,600
23 July 2022, 12:20:01 PM,KGL,to Kajang,480
23 July 2022, 12:20:01 PM,KGL,to Kwasa Damansara,480
23 July 2022, 12:20:01 PM,KJL,to Gombak,420
23 July 2022, 12:20:01 PM,KJL,to Putra Heights,420
23 July 2022, 12:20:01 PM,MRL,to Titiwangsa,300
23 July 2022, 12:20:01 PM,MRL,to KL Sentral,300
23 July 2022, 12:20:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:20:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:20:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:20:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:20:02 PM,PYL,to Putrajaya,275
23 July 2022, 12:20:02 PM,PYL,to Kwasa Damansara,275
23 July 2022, 12:25:01 PM,AGL,to Sentul Timur,600
23 July 2022, 12:25:01 PM,AGL,to Ampang,600
23 July 2022, 12:25:01 PM,KGL,to Kajang,480
23 July 2022, 12:25:01 PM,KGL,to Kwasa Damansara,480
23 July 2022, 12:25:01 PM,KJL,to Gombak,420
23 July 2022, 12:25:02 PM,KJL,to Putra Heights,420
23 July 2022, 12:25:02 PM,MRL,to Titiwangsa,300
23 July 2022, 12:25:02 PM,MRL,to KL Sentral,300
23 July 2022, 12:25:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:25:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:25:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:25:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:25:02 PM,PYL,to Putrajaya,275
23 July 2022, 12:25:02 PM,PYL,to Kwasa Damansara,275
23 July 2022, 12:30:02 PM,AGL,to Sentul Timur,600
23 July 2022, 12:30:02 PM,AGL,to Ampang,600
23 July 2022, 12:30:02 PM,KGL,to Kajang,480
23 July 2022, 12:30:02 PM,KGL,to Kwasa Damansara,480
23 July 2022, 12:30:02 PM,KJL,to Gombak,420
23 July 2022, 12:30:02 PM,KJL,to Putra Heights,420
23 July 2022, 12:30:02 PM,MRL,to Titiwangsa,300
23 July 2022, 12:30:02 PM,MRL,to KL Sentral,300
23 July 2022, 12:30:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:30:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:30:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:30:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:30:03 PM,PYL,to Putrajaya,275
23 July 2022, 12:30:03 PM,PYL,to Kwasa Damansara,275
23 July 2022, 12:35:01 PM,AGL,to Sentul Timur,600
23 July 2022, 12:35:01 PM,AGL,to Ampang,600
23 July 2022, 12:35:01 PM,KGL,to Kajang,480
23 July 2022, 12:35:02 PM,KGL,to Kwasa Damansara,480
23 July 2022, 12:35:02 PM,KJL,to Gombak,420
23 July 2022, 12:35:02 PM,KJL,to Putra Heights,420
23 July 2022, 12:35:02 PM,MRL,to Titiwangsa,300
23 July 2022, 12:35:02 PM,MRL,to KL Sentral,300
23 July 2022, 12:35:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:35:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:35:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:35:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:35:02 PM,PYL,to Putrajaya,275
23 July 2022, 12:35:02 PM,PYL,to Kwasa Damansara,275
23 July 2022, 12:40:01 PM,AGL,to Sentul Timur,600
23 July 2022, 12:40:01 PM,AGL,to Ampang,600
23 July 2022, 12:40:01 PM,KGL,to Kajang,480
23 July 2022, 12:40:01 PM,KGL,to Kwasa Damansara,480
23 July 2022, 12:40:01 PM,KJL,to Gombak,420
23 July 2022, 12:40:01 PM,KJL,to Putra Heights,420
23 July 2022, 12:40:01 PM,MRL,to Titiwangsa,300
23 July 2022, 12:40:01 PM,MRL,to KL Sentral,300
23 July 2022, 12:40:01 PM,SPL,to Sentul Timur,660
23 July 2022, 12:40:01 PM,SPL,to Putra Heights,660
23 July 2022, 12:40:01 PM,SPL,to Sentul Timur,660
23 July 2022, 12:40:01 PM,SPL,to Putra Heights,660
23 July 2022, 12:40:01 PM,PYL,to Putrajaya,275
23 July 2022, 12:40:02 PM,PYL,to Kwasa Damansara,275
23 July 2022, 12:45:01 PM,AGL,to Sentul Timur,600
23 July 2022, 12:45:01 PM,AGL,to Ampang,600
23 July 2022, 12:45:01 PM,KGL,to Kajang,480
23 July 2022, 12:45:01 PM,KGL,to Kwasa Damansara,480
23 July 2022, 12:45:01 PM,KJL,to Gombak,420
23 July 2022, 12:45:01 PM,KJL,to Putra Heights,420
23 July 2022, 12:45:01 PM,MRL,to Titiwangsa,300
23 July 2022, 12:45:01 PM,MRL,to KL Sentral,300
23 July 2022, 12:45:01 PM,SPL,to Sentul Timur,660
23 July 2022, 12:45:01 PM,SPL,to Putra Heights,660
23 July 2022, 12:45:01 PM,SPL,to Sentul Timur,660
23 July 2022, 12:45:01 PM,SPL,to Putra Heights,660
23 July 2022, 12:45:02 PM,PYL,to Putrajaya,275
23 July 2022, 12:45:02 PM,PYL,to Kwasa Damansara,275
23 July 2022, 12:50:01 PM,AGL,to Sentul Timur,600
23 July 2022, 12:50:01 PM,AGL,to Ampang,600
23 July 2022, 12:50:01 PM,KGL,to Kajang,480
23 July 2022, 12:50:01 PM,KGL,to Kwasa Damansara,480
23 July 2022, 12:50:01 PM,KJL,to Gombak,420
23 July 2022, 12:50:01 PM,KJL,to Putra Heights,420
23 July 2022, 12:50:02 PM,MRL,to Titiwangsa,300
23 July 2022, 12:50:02 PM,MRL,to KL Sentral,300
23 July 2022, 12:50:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:50:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:50:02 PM,SPL,to Sentul Timur,660
23 July 2022, 12:50:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:50:02 PM,PYL,to Putrajaya,275
23 July 2022, 12:50:02 PM,PYL,to Kwasa Damansara,275
23 July 2022, 12:55:01 PM,AGL,to Sentul Timur,600
23 July 2022, 12:55:01 PM,AGL,to Ampang,600
23 July 2022, 12:55:01 PM,KGL,to Kajang,480
23 July 2022, 12:55:01 PM,KGL,to Kwasa Damansara,480
23 July 2022, 12:55:01 PM,KJL,to Gombak,420
23 July 2022, 12:55:01 PM,KJL,to Putra Heights,420
23 July 2022, 12:55:01 PM,MRL,to Titiwangsa,300
23 July 2022, 12:55:01 PM,MRL,to KL Sentral,300
23 July 2022, 12:55:01 PM,SPL,to Sentul Timur,660
23 July 2022, 12:55:01 PM,SPL,to Putra Heights,660
23 July 2022, 12:55:01 PM,SPL,to Sentul Timur,660
23 July 2022, 12:55:02 PM,SPL,to Putra Heights,660
23 July 2022, 12:55:02 PM,PYL,to Putrajaya,275
23 July 2022, 12:55:02 PM,PYL,to Kwasa Damansara,275
23 July 2022, 01:00:01 PM,AGL,to Sentul Timur,600
23 July 2022, 01:00:01 PM,AGL,to Ampang,600
23 July 2022, 01:00:01 PM,KGL,to Kajang,480
23 July 2022, 01:00:01 PM,KGL,to Kwasa Damansara,480
23 July 2022, 01:00:01 PM,KJL,to Gombak,420
23 July 2022, 01:00:01 PM,KJL,to Putra Heights,420
23 July 2022, 01:00:01 PM,MRL,to Titiwangsa,300
23 July 2022, 01:00:01 PM,MRL,to KL Sentral,300
23 July 2022, 01:00:01 PM,SPL,to Sentul Timur,660
23 July 2022, 01:00:01 PM,SPL,to Putra Heights,660
23 July 2022, 01:00:01 PM,SPL,to Sentul Timur,660
23 July 2022, 01:00:01 PM,SPL,to Putra Heights,660
23 July 2022, 01:00:02 PM,PYL,to Putrajaya,360
23 July 2022, 01:00:02 PM,PYL,to Kwasa Damansara,360
23 July 2022, 01:05:01 PM,AGL,to Sentul Timur,600
23 July 2022, 01:05:01 PM,AGL,to Ampang,600
23 July 2022, 01:05:01 PM,KGL,to Kajang,480
23 July 2022, 01:05:01 PM,KGL,to Kwasa Damansara,480
23 July 2022, 01:05:01 PM,KJL,to Gombak,420
23 July 2022, 01:05:01 PM,KJL,to Putra Heights,420
23 July 2022, 01:05:01 PM,MRL,to Titiwangsa,300
23 July 2022, 01:05:01 PM,MRL,to KL Sentral,300
23 July 2022, 01:05:02 PM,SPL,to Sentul Timur,660
23 July 2022, 01:05:02 PM,SPL,to Putra Heights,660
23 July 2022, 01:05:02 PM,SPL,to Sentul Timur,660
23 July 2022, 01:05:02 PM,SPL,to Putra Heights,660
23 July 2022, 01:05:02 PM,PYL,to Putrajaya,360
23 July 2022, 01:05:02 PM,PYL,to Kwasa Damansara,360
23 July 2022, 01:10:02 PM,AGL,to Sentul Timur,600
23 July 2022, 01:10:02 PM,AGL,to Ampang,600
